,Post ID,Comments
413,Cxs_Cm4xBiy,WHAT IS THISSSS PLEASE
414,Cxs_Cm4xBiy,Hey Disney its around the time that the kids that grew up with tinker bell  are starting to have babies of there own so I think it’s time to take back canceling the 7th and 8th movies we need more fairy time
415,Cxs_Cm4xBiy,"Esto se ve mal , si antes me linchaban  por escuchar K-pop, cuando esto salga viene lo bueno de verdad😂, y que significa la L 🤨?"
416,Cxs_Cm4xBiy,Girl power!
417,Cxs_Cm4xBiy,Stop it
418,Cxs_Cm4xBiy,"NO PLEASE, NO"
419,Cxs_Cm4xBiy,Y haci nos representan xD
420,Cxs_Cm4xBiy,first xo kitty now this
421,Cxs_Cm4xBiy,Definitely an L
422,Cxs_Cm4xBiy,@livster6
423,Cxd4fO_v8qh,Saw this yesterday on Disney plus it’s a good emotional often funny film very enjoyable
424,Cxd4fO_v8qh,Thank you for listening to our fans for fixing the bugs life error!
425,Cxd4fO_v8qh,The cloud from partly cloudy has a name?!
426,Cxd4fO_v8qh,Finally fixed Flick. 👍
427,Cxd4fO_v8qh,Real ones know what happened
428,Cxd4fO_v8qh,Long ago the nation's lived in harmony.......
429,Cxd4fO_v8qh,Pixar's Avatar the last airbender???
430,Cxd4fO_v8qh,And Carbon Dioxide
431,Cxd4fO_v8qh,We're definitely earth!
432,Cxd4fO_v8qh,groupwatch needs to come back >:[
433,Cxd4fO_v8qh,They fixed it!
434,Cxd4fO_v8qh,That reminds me of frozen 2
435,Cxd4fO_v8qh,Fixed the name error! Good job Dis
436,Cxd4fO_v8qh,Good Job you fixed flik
437,Cxd4fO_v8qh,What a beautiful movies😭😭😭
438,Cxd4fO_v8qh,"Long ago the nations lived in harmony. But then, the writers strike attacked. Only a raise could keep the nations together, but one day they vanished"
439,Cxd4fO_v8qh,Avatar?
440,Cxd4fO_v8qh,"Carl's House is a character, just like the Fiji Water Bottle in Bullet Train omg..."
441,Cxd4fO_v8qh,This movie is absolutely beautiful in every way. I regret waiting until it was released to stream because this movie deserved the box office views.
442,Cxd4fO_v8qh,They fixed fliks name 😭😭😭
443,Cxd4fO_v8qh,Earth Girl! 💐
444,Cxd4fO_v8qh,"Long ago, the four nations live together in harmony. then everything changed when the fire nation attacked. only the avatar, master of all four elements could stop them, but when the world needed him most, he vanished. 100 years passed, and my brother and I discovered the new avatar, an air bender named aang, and although his air bending skills were great, he has a lot to learn before he’s ready to save anyone. but i believe aang can save the world…"
445,Cxd4fO_v8qh,the reupload cuz yall forgot fliks name 😭
446,Cxd4fO_v8qh,Nice job fixing Flik
447,Cxd4fO_v8qh,🌊🔥🌳☁️
448,Cxd4fO_v8qh,Yeah you put some respeck on my boi Flik I see 🙌
449,Cxd4fO_v8qh,Long ago four nations I forgot
450,Cxd4fO_v8qh,💙🩵💙🩵
451,Cxd4fO_v8qh,❤️
452,Cxd4fO_v8qh,❤️👏
453,Cxd4fO_v8qh,What season of Avatar the last Airbender is this?
454,Cxd4fO_v8qh,They forget sadness @pixarinlight she full on crying 💦
455,Cxd4fO_v8qh,21st night of September 👀
456,Cxd4fO_v8qh,"Love, love, love this movie!"
457,Cxd4fO_v8qh,💚💚💚🔥🔥🔥
458,Cxd4fO_v8qh,Wunderschön
459,Cxd4fO_v8qh,👏
460,Cxd4fO_v8qh,@itsnikki23
461,Cxd4fO_v8qh,So cool
462,Cxd4fO_v8qh,Wall-E!😊
463,Cxd4fO_v8qh,@rubberbabybuggybumper
464,Cxd4fO_v8qh,Jajajjajja
465,Cxd4fO_v8qh,anyway best movie ever
466,Cxd4fO_v8qh,FLIK 💚💚💚
467,Cxd4fO_v8qh,When did Inside Out make another movie…. 😂 🤦🏻‍♂️
468,Cxd4fO_v8qh,Fire is best as a always 🔥
469,Cxd4fO_v8qh,Clod was so annoying
470,Cxd4fO_v8qh,❤️
471,Cxd4fO_v8qh,Fire is more better I like screaming a lot lol
472,Cxd4fO_v8qh,Who else thought about Capt Planet? 😁🌎🌱🔥🌬️💧🫀
473,CxdbXR6L-C5,These posters are horrific
474,CxdbXR6L-C5,I’m sorry but this poster scares the shit out of me
475,CxdbXR6L-C5,Did they use a toy for this poster? 🤔
476,CxdbXR6L-C5,"This is a Hot Toys 1:6 scale variant, isn’t it? 🤔"
477,CxdbXR6L-C5,Why he look like a wax figure
478,CxdbXR6L-C5,Why does marvel do Tom so dirty in these posters😭
479,CxdbXR6L-C5,"Please, season 1 was great, don't spoil the series with season 2 🙏"
480,CxdbXR6L-C5,Loki looking like a Hot Toys version of himself
481,CxdbXR6L-C5,toy variant of loki
482,CxdbXR6L-C5,someone asked if this needed more photoshop and the answer was YES
483,CxdbXR6L-C5,SOMEONE PLEASE TAKE THE CONTACTS AWAY
484,CxdbXR6L-C5,"It looks like his skin tones been darkened, eyes lightened, and I know he’s got thin lips but they usually have more definition than in this picture."
485,CxdbXR6L-C5,Why y’all gotta do Tom like that
486,CxdbXR6L-C5,this poster is terrifying
487,CxdbXR6L-C5,Do yall use picsart to make these posters?? 😭
488,CxdbXR6L-C5,"When the actors are on strike and can't promote upcoming projects, so you use an action figure for the posters instead - love to see it"
489,CxdbXR6L-C5,Why he look like a barbie in a cake
490,CxdbXR6L-C5,Please someone get him brown contacts I am shaking
491,CxdbXR6L-C5,Loki finna carry the mcu again rn the guardians are
492,CxdbXR6L-C5,I'm genuinely scared rn 😭 this looks so fake
493,CxdbXR6L-C5,It looks like a hot toy😭
494,CxdbXR6L-C5,Victor timely better be great 🙌
495,CxdbXR6L-C5,not even the Kardashians Photoshop their pics like this 😂
496,CxdbXR6L-C5,When actors can't do publicity but their toys can
497,CxdbXR6L-C5,😍
498,CxdbXR6L-C5,Something tells me this is AI
499,CxdbXR6L-C5,sorry for looking into your eyes without permission
500,CxdbXR6L-C5,The Hope Of Marvel
501,CxdbXR6L-C5,This looks like the picture of a cheap Loki doll! 😭
502,CxdbXR6L-C5,he looks like the glamor filter
503,CxdbXR6L-C5,nawww bro looks like a hot toys figure
504,CxdbXR6L-C5,I've seen better fan arts
505,CxdbXR6L-C5,Okay AI generated poster 🧐🫠
506,CxdbXR6L-C5,this image does not look real
507,CxdbXR6L-C5,Wow it's like a birthday gift for me from Marvel
508,CxdbXR6L-C5,Bro looks like a hot toys figure
509,CxdbXR6L-C5,Boycott marvel
510,CxdbXR6L-C5,Ab aayega majaa 🔥🔥🔥🔥🔥🔥
511,CxdbXR6L-C5,Don't WASTE YOUR TIME ON MARVEL BULLSHIT
512,CxdbXR6L-C5,@melox_31 we bing watching this at my crib or yours!!
513,CxdbXR6L-C5,@maddy_goodman what is this poster help
514,CxdbXR6L-C5,@terri.olejnik as if they're tryna gaslight us into thinking he has green eyes after a decade of him having blue eyes omg
515,CxdbXR6L-C5,@alby_soave stay tuned…😂😂
516,CxdbXR6L-C5,@c_mulho the comments 😂
517,CxdbXR6L-C5,@_shubham__2905  Are you excited for this 🔥
518,CxdbXR6L-C5,@jaqu3linesds
519,CxdbXR6L-C5,@gabya.vr  hoooooyyy 🔥🔥🔥🔥
520,CxdbXR6L-C5,@cig.kofteaskm
521,CxdbXR6L-C5,@karimmego7 🔥🔥🔥
522,CxdbXR6L-C5,@demottowifey
523,CxdWIa1LB8G,Why are we still putting people through the absolute torture of having to share space with Tim Allen
524,CxdWIa1LB8G,He's back! Pulling off an Iron Man pose
525,CxdWIa1LB8G,"I get good promotion, but Ew.... it's September. Let me have Halloween"
526,CxdWIa1LB8G,This is the only good reboot Disney+ has done
527,CxdWIa1LB8G,We need the Lizzie McGuire reboot
528,CxdWIa1LB8G,Please be better then the first season was
529,CxdWIa1LB8G,Can’t wait 😍
530,CxdWIa1LB8G,Bring back Neil and Laura
531,CxdWIa1LB8G,I hope that Charlie comes back
532,CxdWIa1LB8G,Should be a jolly good time!
533,CxdWIa1LB8G,Cant wait for season 2!!
534,CxdWIa1LB8G,Yay!!!!!! Can't wait!!! 👏❤️❤️👏❤️👏👏
535,CxdWIa1LB8G,🎅🏻 ♥️
536,CxdWIa1LB8G,💚♥️🎅🏻
537,CxdWIa1LB8G,Åhhhh kan vi snälla se den här 🥺 @jjjjoohn
538,CxdWIa1LB8G,@beewalker620 brb popping popcorn 😍
539,CxdWIa1LB8G,@kazp85 @lclarklovelife
540,CxdWIa1LB8G,@chris_davies90 yay ☺️
541,CxdWIa1LB8G,@stacey_fisher1 christmas eve 👀
542,CxdWIa1LB8G,@kat3_taylor
543,CxdWIa1LB8G,@lisevanweersch @markvanweersch
544,CxdWIa1LB8G,@thibault_sama raison de + pour que tu regardes le film + la série 😍😍
545,CxdWIa1LB8G,@emma__love
546,CxdWIa1LB8G,@rsimisky1620
547,CxdWIa1LB8G,@carolineleavesley @carys.jones06 @xabbiebonesx
548,CxdWIa1LB8G,@thebooth71
549,CxdWIa1LB8G,@charlottelb30
550,CxdWIa1LB8G,@emmurph05
551,CxdWIa1LB8G,@liam_jarvo3
552,CxdWIa1LB8G,@dawnsysyn !!!
553,CxdWIa1LB8G,@katierosefriel
554,CxdWIa1LB8G,@grantjamessalisbury 🤗
555,CxdWIa1LB8G,@annaanderson_20
556,CxdWIa1LB8G,@sianhowells_ 👏🏼👏🏼👏🏼
557,CxdWIa1LB8G,@gemmahughes1991
558,CxdWIa1LB8G,@leannebayliss46
559,CxdWIa1LB8G,@amz_perry
560,CxdWIa1LB8G,@davalar121
561,CxdWIa1LB8G,@tanja.stanko 😍
562,CxdWIa1LB8G,@rosielouise01
563,CxdWIa1LB8G,@_justawrx
564,CxdWIa1LB8G,@jennagallidolman
565,CxdWIa1LB8G,@rbexcox
566,CxdWIa1LB8G,@rachel.ella.lidgett
567,CxdWIa1LB8G,@_teamtank_
568,CxdWIa1LB8G,@rusty8681
569,CxdWIa1LB8G,@jaanethorne 😆😆😆
570,CxdWIa1LB8G,@laura_macaulay_
571,CxdWIa1LB8G,@leighmcin 🔥🔥🔥
572,CxdWIa1LB8G,@robsimcox86
573,Cxa2eYWRHjf,People are only saying this show is terrible because of the finale. Before everyone was saying one of top tier mcu show. Now everyone is bashing it
574,Cxa2eYWRHjf,Didn’t actually like the ending but this show wasn’t as bad as people say…
575,Cxa2eYWRHjf,"Well, I sat through She Hulks making of, I suppose I can sit through this one too."
576,Cxa2eYWRHjf,Worst marvel show
577,Cxa2eYWRHjf,yo mean how AI did It?
578,Cxa2eYWRHjf,No one’s even watching the show dawg
579,Cxa2eYWRHjf,Marvel Lovers Button >>>>
580,Cxa2eYWRHjf,Adding to my watch list. I need an explanation!
581,Cxa2eYWRHjf,"This show had the potential to be Andor level and it came crashing down hard, hell, I even enjoyed until the finale came. It’s really saddening of what it could have become, even sadder that other Marvel shows did Secret Invasion better than the actual show."
582,Cxa2eYWRHjf,I genuinely forgot this show even existed tbh
583,Cxa2eYWRHjf,what if season 2 trailer when
584,Cxa2eYWRHjf,"Unfortunately, not a fan of this series!"
585,Cxa2eYWRHjf,This is probably better that the show itself
586,Cxa2eYWRHjf,"Secret Midvasion , I wanted to like it so bad but I couldn't"
587,Cxa2eYWRHjf,Probably the first assembled I'm not interested in the slightest
588,Cxa2eYWRHjf,"This show was such a let down.. 😩
I say that as a big fan of Marvel"
589,Cxa2eYWRHjf,Why would anyone want to watch this?
590,Cxa2eYWRHjf,Very bad show...
591,Cxa2eYWRHjf,WHY DID YOU GUYS REMOVE GROUPWATCH?!?!?
592,Cxa2eYWRHjf,I’m usually very positive about the MCU but this show really was boring as hell
593,Cxa2eYWRHjf,*booing noises from the distance*
594,Cxa2eYWRHjf,They did better ending. 😢😢
595,Cxa2eYWRHjf,Worst show(((
596,Cxa2eYWRHjf,Thank you for showing us where you messed up in production 👏🔥
597,Cxa2eYWRHjf,hard pass this show sucks y’all tucked up with this one for sure
598,Cxa2eYWRHjf,"The show is terrible. Secret invasion was supposed to be this huge event. Instead, it seems so small. The storyline didn’t make sense, and the ending was atrocious. Samuel L Jackson is still Samuel L Jackson, but even he wasn’t able to save this monstrosity.  Still better than She Hulk, though."
599,Cxa2eYWRHjf,You mean the making of a dumpster fire ?
600,Cxa2eYWRHjf,Should start calling these “where it all went wrong”
601,Cxa2eYWRHjf,Wb making of gotg vol 3?
602,Cxa2eYWRHjf,3 hours 43 minutes of my life for this show....
603,Cxa2eYWRHjf,they sat down and said “how do we build up their expectations for something great at the start and then turn around and make it as terrible as possible by the end”
604,Cxa2eYWRHjf,Don’t nobody care bruh😭
605,Cxa2eYWRHjf,"Definitely watching this , considering I played a very small role in this , it would be rude not to do !
#extra #supportingactor #marvelfam"
606,Cxa2eYWRHjf,Worst series in history
607,Cxa2eYWRHjf,The show is terrible
608,Cxa2eYWRHjf,What I want to know is what’s gonna happen to every mutant and off-worlder on Earth after Ritson’s pathetic little hate speech in the last episode?
609,Cxa2eYWRHjf,JUSTICE FOR MARIA HILL
610,Cxa2eYWRHjf,Zzz
611,Cxa2eYWRHjf,Spoilers it’s just a video of a trash can fire
612,Cxa2eYWRHjf,I’d rather see it unmade.
613,Cxa2eYWRHjf,"Usually, I'm very flexible/tolerant with the ""flaws"" among the different projects of Marvel Studios, but the truth is this is the first show I actually dislike and felt deceived in a long time. It was nothing near the OG story from the comics and the element of surprise was badly managed: I didn't connect with the story.... Ohh and the ending was a total disappointment for me."
614,Cxa2eYWRHjf,Kuch bhi behenchod iska bhi making of dikhaoge😂
615,Cxa2eYWRHjf,🙌🙌🙌
616,Cxa2eYWRHjf,Behind the scenes of shit
617,Cxa2eYWRHjf,Worst marvel show by far
618,Cxa2eYWRHjf,Why??
619,Cxa2eYWRHjf,It’s just gonna be a bunch of ai shit
620,Cxa2eYWRHjf,I’m actually interested on how you made this garbage
621,Cxa2eYWRHjf,Conclusion: shat in hands and clapped @jac_wooly
622,Cxa2eYWRHjf,Aint nobody wants to shit this piece of 🐒
623,CxYiGunhf8H,That’s not my Ariel🤦🏻‍♀️😢
624,CxYiGunhf8H,Not my Ariel
625,CxYiGunhf8H,Funny.  Disney has lost its creativity in movies just like in the parks.  Sad.  IGER ruined a once magical place.
626,CxYiGunhf8H,Please stop with the remakes and changes and make some ORIGINAL content.  The stock is a big indicator on how these remakes are doing.
627,CxYiGunhf8H,"I am not a fan of the live action remakes, but I actually liked this one. It stuck mostly the source and only made a few changes while staying fun. Not like the one that looks awful coming out next year..."
628,CxYiGunhf8H,I thought I’d like this but I didn’t sadly. Prefer the original cartoon so much more. Melissa as Ursula was a great choice.
629,CxYiGunhf8H,"Scuttlebutt is the new ""We Don't Talk About Bruno"" in our house 😂😂"
630,CxYiGunhf8H,Gave it a try.. not my ariel
631,CxYiGunhf8H,Where’s groupwatch!?
632,CxYiGunhf8H,Stop making shitty remakes of good movies
633,CxYiGunhf8H,I loved it she did it justice perfect and Melissa McCarthy wow and Jodi Benson passing the dinglehopper to her wow 😲 to exciting
634,CxYiGunhf8H,Day 3 and still waiting for groupwatch yk the best feature you removed to come baaaaackkk
635,CxYiGunhf8H,Still on repeat 🩵🧜🏽‍♀️💦
636,CxYiGunhf8H,"Bring back GroupWatch, taking it away is literally the stupidest idea ever and honestly makes me want to cancel my subscription."
637,CxYiGunhf8H,❤️❤️❤️ 🙏🏿
638,CxYiGunhf8H,❤️
639,CxYiGunhf8H,?
640,CxYiGunhf8H,🙏🫶
641,CxYiGunhf8H,brutha you best add group watch back right this second
642,CxYiGunhf8H,❤️❤️❤️🙏🏽
643,CxYiGunhf8H,❤️❤️❤️
644,CxYiGunhf8H,On repeat!
645,CxYiGunhf8H,"I have to be honest I was pleasantly surprised. We watched the little mermaid on repeat in our house, when we were small. We sat and watched the film and not one of us reached for our mobile. Sebastian was my favourite ❤️ can't beat a good crab 😍"
646,CxYiGunhf8H,Love the artwork! This movie was fantastic IMO!
647,CxYiGunhf8H,Both Ariel & Ursula are beautiful!!!
648,CxYiGunhf8H,😍😍😍
649,CxYiGunhf8H,The little chocolate
650,CxYiGunhf8H,The little poop
651,CxYiGunhf8H,Disney is \/\/0ke tr@$sh 🚮🗑️ Unsubscribe
652,CxYiGunhf8H,@louisyumlinson @angelicarodriguezsol @rebeca_rdz5
653,CxYiGunhf8H,@akeepink La petite sirène🧜‍♀️
654,CxYiGunhf8H,Plesse disney Can't finally this year stream all episodes of the Aladdin series usa Sweden disney plus. You would make us Aladdin series fans so happy. All episodes of the era loved wonderful fun Aladdin series finally come usa Sweden disney plus. Peter Jöback dan Ekborg Anders öjebo some Swedish voices the Aladdin series. If you Disney not working for the Aladdin series come. I want know why? For you Disney has the rights to the Aladdin Series. So please Disney say you finally this year will listen all we customers missing the Aladdin series so much usa Sweden disney plus. @disneyplus @disneytva @disneystudios @disneyanimation @disney @disneytvstudios @disneyaladdin
655,CxYiGunhf8H,👏
656,CxYiGunhf8H,😍😍😍
657,CxYiGunhf8H,🥰🥰🥰🥰🥰🥰🧜🏾‍♀️
658,CxYiGunhf8H,Amazing posters!👏👏👏
659,CxYiGunhf8H,💀
660,CxYiGunhf8H,The artwork is so beautiful she’s so pretty 💕💕💕💕💕💕
661,CxYiGunhf8H,🔥🔥🔥
662,CxYiGunhf8H,😍😍😍
663,CxYiGunhf8H,🩵
664,CxYiGunhf8H,👏👏👏👏
665,CxYiGunhf8H,🧜🏾‍♀️💕💕💕
666,CxYiGunhf8H,Nice art.
667,CxYiGunhf8H,Love this movie!❤️
668,CxYiGunhf8H,Cool
669,CxYiGunhf8H,😍😍😍😍😍
670,CxYiGunhf8H,omg yes percy jackson’s niece
671,CxYiGunhf8H,She don’t need no man 🤙
672,CxYiGunhf8H,❤️❤️❤️
673,CxV6zuAxrHG,Are they going to speak or be mute like the old ones
674,CxV6zuAxrHG,ok now we want the spiderwick chronicles series
675,CxV6zuAxrHG,Why was Group Watch removed? I would pick Disney to watch over other streaming services because you are the only place I can watching something with my partner 🥺
676,CxV6zuAxrHG,Not disney removing group watch from disney plus. 🙄 its so annoying removing their best feature how about removing those shitty live actions of yours
677,CxV6zuAxrHG,They should make another lego game please
678,CxV6zuAxrHG,Not me thinking it’s a game
679,CxV6zuAxrHG,I like how it resembles the Endgame teaser poster
680,CxV6zuAxrHG,Thought it was a new Lego game
681,CxV6zuAxrHG,Been waiting for a LEGO Marvel on Disney Plus
682,CxV6zuAxrHG,What’s kinda funny is that I have most of the figures from the poster from SDCC
683,CxV6zuAxrHG,Is this also a leak for the upcoming $500 Avenger’s Tower set?? 👀
684,CxV6zuAxrHG,gaddamn what did you do to group-watch?
685,CxV6zuAxrHG,Why would you guys remove GROUPWATCH.???? this was my fav feature to watch with my LDR 😢 so sad
686,CxV6zuAxrHG,😔not y’all removing Groupwatch
687,CxV6zuAxrHG,WHY WOULD U REMOVE GROUP WATCH😔
688,CxV6zuAxrHG,I hope it’s kinda like Lego batman
689,CxV6zuAxrHG,Animation not part of the strike …. Corporate gonna corporate
690,CxV6zuAxrHG,Hey that’s my birthday!
691,CxV6zuAxrHG,Cool
692,CxV6zuAxrHG,This what we want lets goo
693,CxV6zuAxrHG,"This is a cute poster, Legos bring back so many memories"
694,CxV6zuAxrHG,I’m hella pissed that y’all took watch party away. That was the one way my long distance fiancé and I could watch stuff together.
695,CxV6zuAxrHG,Bring back GroupWatch
696,CxV6zuAxrHG,Fun. I imagine it'll be kind of like those Lego Star Wars specials they did for Halloween and the Holidays. I look forward to it!
697,CxV6zuAxrHG,fnaf and 1989 day 😱
698,CxV6zuAxrHG,BRING BACK GROUPWATCH👎🏼👎🏼
699,CxV6zuAxrHG,😮
700,CxV6zuAxrHG,Give us group watch back and add more reactions
701,CxV6zuAxrHG,❤️
702,CxV6zuAxrHG,🎓
703,CxV6zuAxrHG,omg this is coming out the same day 1989 tv is being released 🤩🤩
704,CxV6zuAxrHG,This had me more hyped than any marvel release since endgame
705,CxV6zuAxrHG,@pienwies_ nog iets op mn verjaardag je hebt al fnaf en 1989 van Taylor echt ik hou van dan jarig zijn
706,CxV6zuAxrHG,@its_alliek
707,CxV6zuAxrHG,@jenn.thomas.13
708,CxV6zuAxrHG,@georgia97b
709,CxV6zuAxrHG,Plesse can celebrate disney 100 years finally the Aladdin series come disney plus usa Sweden. @disneyplus @disneystudios @disneyanimation @disneytva @disney @disneytva @disneyaladdin
